type,name,module,path,hash
"md","bmm-data-analyst","bmm","bmad/bmm/workflows/1-analysis/research/claude-code/sub-agents/bmm-data-analyst.md","a50ddc2dca39cc36289a43ff9c635ab5304e50b60174fa4fc34254d86464599e"
"md","bmm-market-researcher","bmm","bmad/bmm/workflows/1-analysis/research/claude-code/sub-agents/bmm-market-researcher.md","8993d2b104e1aca7b9407d9ab1af8958397c7abdf673b68756747f6d795ae929"
"md","bmm-trend-spotter","bmm","bmad/bmm/workflows/1-analysis/research/claude-code/sub-agents/bmm-trend-spotter.md","375ec3502fadd7f8e2403e71707ece5bbad703ee60360c068f9cf90fe409d6fa"
"md","bmm-user-researcher","bmm","bmad/bmm/workflows/1-analysis/research/claude-code/sub-agents/bmm-user-researcher.md","7f4733add8e3d89546e9769a7b0d259d73c262876ac64aff04d51e3094032afb"
"md","bmm-workflow-status-template","bmm","bmad/bmm/workflows/_shared/bmm-workflow-status-template.md","f9431820bcbb4d97b1c212423ddab284dc18a0699d30c9d11b3a95fdbf66d652"
"md","card-game","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/card-game.md","6b9298ace2607c8e93d64533e6406828053234282e4977e4407faa2e9302fd0a"
"md","checklist","bmm","bmad/bmm/workflows/1-analysis/document-project/checklist.md","54e260b60ba969ecd6ab60cb9928bc47b3733d7b603366e813eecfd9316533df"
"md","checklist","bmm","bmad/bmm/workflows/1-analysis/game-brief/checklist.md","3516d66cffceb3e5ab23e1ddc9aaed8c0335eb0755e7437488cdebff96162395"
"md","checklist","bmm","bmad/bmm/workflows/1-analysis/product-brief/checklist.md","d801d792e3cf6f4b3e4c5f264d39a18b2992a197bc347e6d0389cc7b6c5905de"
"md","checklist","bmm","bmad/bmm/workflows/1-analysis/research/checklist.md","0524c5a0ea841d9b98b6f5a5cec095d0ecbd35779aa0ae079f6a81d36af16389"
"md","checklist","bmm","bmad/bmm/workflows/2-plan/checklist.md","f42eeb00f8ca8c85cc1727e4198e72c7f98b142988ebd32747e5b3e911e45364"
"md","checklist","bmm","bmad/bmm/workflows/3-solutioning/checklist.md","c52b3b7227fba965a6529c41fe3e81a03f5f94c12704d87133d1eb3edb01cdd1"
"md","checklist","bmm","bmad/bmm/workflows/3-solutioning/tech-spec/checklist.md","07e61427814d7f97c86dc02f4c9caedbe725b2dd5b8876d5371371f872a81aed"
"md","checklist","bmm","bmad/bmm/workflows/4-implementation/correct-course/checklist.md","d883f8c21b6315fe2296a5b250913adfbbf43d3387053e94f60051b5198989a3"
"md","checklist","bmm","bmad/bmm/workflows/4-implementation/create-story/checklist.md","d4f2ba56c40164110cc2d1830847fe42d367305f4ee85222bc465560cba12be9"
"md","checklist","bmm","bmad/bmm/workflows/4-implementation/dev-story/checklist.md","77cecc9d45050de194300c841e7d8a11f6376e2fbe0a5aac33bb2953b1026014"
"md","checklist","bmm","bmad/bmm/workflows/4-implementation/review-story/checklist.md","549f958bfe0b28f33ed3dac7b76ea8f266630b3e67f4bda2d4ae85be518d3c89"
"md","checklist","bmm","bmad/bmm/workflows/4-implementation/story-context/checklist.md","89c90d004e0649624a533d09604384c297b2891847c87cf1dcb358e9c8d0d723"
"md","ci-burn-in","bmm","bmad/bmm/testarch/knowledge/ci-burn-in.md","42e14a03d84563ed9dffc618959b71fcfb35b6aef2e5e3a713335b96ad7709a5"
"md","cli-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/cli-questions.md","f83b13181eb4b62085e3d8ffa046359f99d2631b6c2d6141da14e15d82d0b84d"
"md","cli-tool-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/cli-tool-architecture.md","bb1688916680cfe3d723d6991d68bf288931dc27713b5f5f27ec08955a57ef4f"
"md","component-tdd","bmm","bmad/bmm/testarch/knowledge/component-tdd.md","c2d1ea48b2d43abb0cee67b139827d3f9d8ea55203a7e6e9a9f87f0c9e717e2e"
"md","contract-testing","bmm","bmad/bmm/testarch/knowledge/contract-testing.md","b0c4de2d61a9c278e82cac49d26b82019db1ae594615ebce4bf8d04657e9fc2d"
"md","data-factories","bmm","bmad/bmm/testarch/knowledge/data-factories.md","714ab838ee4d409fd9dfe5189ccd4adb5aef12bdea7bc5ca8adb6c2a2bc84a98"
"md","data-pipeline-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/data-pipeline-architecture.md","bb1688916680cfe3d723d6991d68bf288931dc27713b5f5f27ec08955a57ef4f"
"md","data-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/data-questions.md","bf8c36fb0cf622d7f36c590056cfcbd8cf667450d00d4a27a81c6776210fa6cb"
"md","deep-dive-instructions","bmm","bmad/bmm/workflows/1-analysis/document-project/workflows/deep-dive-instructions.md","5df994e4e77a2a64f98fb7af4642812378f15898c984fb4f79b45fb2201f0000"
"md","deep-dive-template","bmm","bmad/bmm/workflows/1-analysis/document-project/templates/deep-dive-template.md","6198aa731d87d6a318b5b8d180fc29b9aa53ff0966e02391c17333818e94ffe9"
"md","desktop-app-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/desktop-app-architecture.md","bb1688916680cfe3d723d6991d68bf288931dc27713b5f5f27ec08955a57ef4f"
"md","desktop-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/desktop-questions.md","f5a50f1169cef74f0c20aca0216615dfef173bd19fb47f64f9432be69f6271ec"
"md","dev","bmm","bmad/bmm/agents/dev.md","20b9541e0aa32a3897e42b7834d2e1a73518d6f32e19d53ad98519fd3f2b5063"
"md","email-auth","bmm","bmad/bmm/testarch/knowledge/email-auth.md","7d0cc4d8e810f5f18d0654dc3f1ae306e73ef63b40a58a0f094c60b3a4cd309d"
"md","embedded-firmware-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/embedded-firmware-architecture.md","bb1688916680cfe3d723d6991d68bf288931dc27713b5f5f27ec08955a57ef4f"
"md","embedded-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/embedded-questions.md","fc9a01b298f59bb26aa22e64006f5c6ec8ac6eec327eec92114b7a7f8940a507"
"md","epic-stories-template","bmm","bmad/bmm/workflows/2-plan/tech-spec/epic-stories-template.md","7835e604689f4a7cd851afdc416f9dd0c0551f771b5a13cc7dc50244197e171e"
"md","epics-template","bmm","bmad/bmm/workflows/2-plan/prd/epics-template.md","93652c367a4138d94eebbea149c9cfc4d81cd08c8ea228ba57232275de2822be"
"md","error-handling","bmm","bmad/bmm/testarch/knowledge/error-handling.md","d3301196502dc5b6ddae56a3fbdcfce04589c28890cf1ea7f70d2591e2cf2ff6"
"md","extension-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/extension-questions.md","0c0cead79ad35d0d09b72f712b64f97a78838c9a4b58975d81c4ed3e755e6637"
"md","feature-flags","bmm","bmad/bmm/testarch/knowledge/feature-flags.md","2d97b8939d573e62c045ee8aaa98aa2b6b2e027b878636e6615619864bcebf70"
"md","fighting","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/fighting.md","52e5a142aac496ae7154fc0829bfbce1ef22296f0a464cf8e595aa14ca02eb86"
"md","fixture-architecture","bmm","bmad/bmm/testarch/knowledge/fixture-architecture.md","1d3f12a29a0c1fa3737bf7e85a99691b0b2543d3693024595569cc8aae4eae07"
"md","full-scan-instructions","bmm","bmad/bmm/workflows/1-analysis/document-project/workflows/full-scan-instructions.md","a53c3d92a44625f103f1367f64a4620a7ce9a36d64ca49ad789a66375b5f3d7f"
"md","game-architect","bmm","bmad/bmm/agents/game-architect.md","94be9ae4a3963e44fa77be7f1d60578530f0b2ef7229525c9f3c522d206f6c97"
"md","game-context","bmm","bmad/bmm/workflows/1-analysis/brainstorm-game/game-context.md","d0f5cb4d6151bb65b799676281ea2af0fe1b5ec227c92ceba655ba363e18a0ba"
"md","game-designer","bmm","bmad/bmm/agents/game-designer.md","fee53d17c86e84a06665464befca5fdb04f7d8152c3fb650193f54a3f0dde812"
"md","game-dev","bmm","bmad/bmm/agents/game-dev.md","e0a3516205f2a0e5960b9cc504f45f1b44faf59391febcb0da1f0168d6e17906"
"md","game-engine-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/game-engine-architecture.md","999e59b8c7196d731243565806ebcbea769fcac7d352ae31f16dedf5dc252ab4"
"md","game-engine-godot-guide","bmm","bmad/bmm/workflows/3-solutioning/templates/game-engine-godot-guide.md","fb178ab700dab8ead1c00eb69f360d06982d7ac2aa5d333076ec07f279c2c459"
"md","game-engine-unity-guide","bmm","bmad/bmm/workflows/3-solutioning/templates/game-engine-unity-guide.md","5a444408dac577a50bd443f3027cc362e402df42f8254b410d1b9d0ba4d8ed14"
"md","game-engine-web-guide","bmm","bmad/bmm/workflows/3-solutioning/templates/game-engine-web-guide.md","6ba56a0d294d4798301af4a9126a69ed18e6c05899a9c4c6d518bba1de33801d"
"md","game-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/game-questions.md","fff3446cbd0c821d5e7608e274f7653c87752f3644268475b16bae0fd35bf837"
"md","gdd-template","bmm","bmad/bmm/workflows/2-plan/gdd/gdd-template.md","070ccbb7f491dc1b1d126245c2e4db4a55dbc5a7ee6a6df4be521ca70e3c9ea6"
"md","horror","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/horror.md","7ff7599d5701bb7a8ef0e14f3ba614626cdd0d8960a8e880fc1cd41c5f508f75"
"md","idle-incremental","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/idle-incremental.md","515b52bb301e467c1f096cc55abde47159bb0b0d87157b9fa565973b48601ddf"
"md","index-template","bmm","bmad/bmm/workflows/1-analysis/document-project/templates/index-template.md","42c8a14f53088e4fda82f26a3fe41dc8a89d4bcb7a9659dd696136378b64ee90"
"md","infra-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/infra-questions.md","8c9522d5ac3077f898ffe22e861a9688099751f312e8539bf154853d3fcb4d99"
"md","infrastructure-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/infrastructure-architecture.md","bb1688916680cfe3d723d6991d68bf288931dc27713b5f5f27ec08955a57ef4f"
"md","instructions","bmm","bmad/bmm/workflows/1-analysis/brainstorm-game/instructions.md","a211320b6756fc53ddb16e04ef4652c1cca909b6939e9c8dcfbc121a1b8b18aa"
"md","instructions","bmm","bmad/bmm/workflows/1-analysis/brainstorm-project/instructions.md","523c146419bb521e91a68076a89292dcf04f1eb85b572d8942061fa5a989013f"
"md","instructions","bmm","bmad/bmm/workflows/1-analysis/document-project/instructions.md","e39e2610f2366f1e77e55fbe48fcd6cb4de7fef2638810ee2f4718709094fb0f"
"md","instructions","bmm","bmad/bmm/workflows/1-analysis/game-brief/instructions.md","e1ca7ea524356a40d501d910f5e5ddd63118a09672e437bcc1c81b7f0eae586e"
"md","instructions","bmm","bmad/bmm/workflows/1-analysis/product-brief/instructions.md","4a1bcf0c4ef71b6a7a5ab3039035ff8f55366d97cb20bbe4ade73391c0702eca"
"md","instructions","bmm","bmad/bmm/workflows/1-analysis/workflow-status/instructions.md","f989842bd75e3a34ce75eed72a9fbc131d3b990fc037e416a72f3ec369f64578"
"md","instructions","bmm","bmad/bmm/workflows/3-solutioning/instructions.md","8c613e2b94fff4adf5d8b747f0c9b71c4ce8f01900b7f7bd6eaf591d7e625489"
"md","instructions","bmm","bmad/bmm/workflows/3-solutioning/tech-spec/instructions.md","dd55d95b4166181032ad314893067860881606b8230af4c7a490355ddd2795f2"
"md","instructions","bmm","bmad/bmm/workflows/4-implementation/correct-course/instructions.md","85c35e46963c338389706abebd3c3045335a9984b02ec32d6b22bf028a295204"
"md","instructions","bmm","bmad/bmm/workflows/4-implementation/create-story/instructions.md","05aede1b842b820a3b01aba87bce8c56b8bcd7982ac9f918136dceeae2d64a58"
"md","instructions","bmm","bmad/bmm/workflows/4-implementation/dev-story/instructions.md","5d94a3b76a54cb6e8a10764c7f2ea32a01b9239c5840488c676d27d941e62bfd"
"md","instructions","bmm","bmad/bmm/workflows/4-implementation/retrospective/instructions.md","2c00360e80a1d69d5a8fae2dd5915fe16a6369a1d816a92a84632bb5144f0919"
"md","instructions","bmm","bmad/bmm/workflows/4-implementation/review-story/instructions.md","fa4341876f1949148408e2e476c7e1634d9e1c0c82b5d4f5ec1edafa4ccbe951"
"md","instructions","bmm","bmad/bmm/workflows/4-implementation/story-approved/instructions.md","96e4afa8901935ca1e6c1d7f153fd22467eed359290630a9e22e8192cbcf22c9"
"md","instructions","bmm","bmad/bmm/workflows/4-implementation/story-context/instructions.md","142401657566e67e1f23b6343965d7dc20ec5817d70e4cf4f8e0d08479bb5564"
"md","instructions","bmm","bmad/bmm/workflows/4-implementation/story-ready/instructions.md","18180fba0b5cf74f9a57aa5ecb50538eaef5b81e152ec51dd91fd3c11e96cde4"
"md","instructions","bmm","bmad/bmm/workflows/testarch/atdd/instructions.md","946b00119290758ab2900498f19ae3514e0d291eb65099c47ddbd793306d8e31"
"md","instructions","bmm","bmad/bmm/workflows/testarch/automate/instructions.md","b74121f6bc87ae73c8b7b8b2bc4257801262cb8924239ebe9a4e3228d042ac1d"
"md","instructions","bmm","bmad/bmm/workflows/testarch/ci/instructions.md","d2a8d515af18767d211909d91691ff41c6baa572d06f6778592b08b3fbd54148"
"md","instructions","bmm","bmad/bmm/workflows/testarch/framework/instructions.md","7065d32554f138f5af848759c96e55aca921fd5839f5dad593849e358132f002"
"md","instructions","bmm","bmad/bmm/workflows/testarch/gate/instructions.md","ea0f9bc1c67f2a1089f3d6937e851b8b74c0dde7d65f649f9301b0effd99b95d"
"md","instructions","bmm","bmad/bmm/workflows/testarch/nfr-assess/instructions.md","fbb0b3c5ad8210f522858e2daf872f2b050db898c4bb090056bf42980046d54b"
"md","instructions","bmm","bmad/bmm/workflows/testarch/test-design/instructions.md","293a06ff2ce67485d5acb8d262c0f8dff3b98c15af1848b4219bf14eaa7ea03a"
"md","instructions","bmm","bmad/bmm/workflows/testarch/trace/instructions.md","2861e1981f42bb0db09fa79ce2954836f5844ec8744ea2d33d3f05d3543963b2"
"md","instructions-deep-prompt","bmm","bmad/bmm/workflows/1-analysis/research/instructions-deep-prompt.md","4d5a0f481742d067a5a4136b887d52f237d79c1ff4347fabe734870de1e4c629"
"md","instructions-gdd","bmm","bmad/bmm/workflows/2-plan/gdd/instructions-gdd.md","fb341a0d6f4ed89b3e14fbe9412607dd242ae9c371e847cbc9781c4c0823ff13"
"md","instructions-level0-story","bmm","bmad/bmm/workflows/2-plan/tech-spec/instructions-level0-story.md","b8d9f419a99808fd98af30178b9492bd51e2a67a4cf5c4a5127359c9c4df4bcf"
"md","instructions-level1-stories","bmm","bmad/bmm/workflows/2-plan/tech-spec/instructions-level1-stories.md","dc933a440de2303f4673f649dece1126f1abed787ce7dd1098422f08e7ad773d"
"md","instructions-lg","bmm","bmad/bmm/workflows/2-plan/prd/instructions-lg.md","e970994038cbd8a2b95affd2c908fe845caea6c5329259a77b74de3cdcbd22b6"
"md","instructions-market","bmm","bmad/bmm/workflows/1-analysis/research/instructions-market.md","e3f9b8ef56b6e6182f87c9a00435dcbca2c664fe4b3de8853cc089c8e976c402"
"md","instructions-med","bmm","bmad/bmm/workflows/2-plan/prd/instructions-med.md","767c093ec9d7550ba74c22086c22838ac2c965ec03e83f71a15e5104e4cbd19f"
"md","instructions-narrative","bmm","bmad/bmm/workflows/2-plan/narrative/instructions-narrative.md","5696880e9354ce63ddd8eaf14a335916cb0e8a630a8155e54a61fb4e7ec77673"
"md","instructions-router","bmm","bmad/bmm/workflows/1-analysis/research/instructions-router.md","c5a010bb6ecba3ddce932c474394040ade5b73a2d2d0afaf75a9d2204d46819b"
"md","instructions-router","bmm","bmad/bmm/workflows/2-plan/instructions-router.md","17332b29dbb325ccbe63dfc9a8b3e7417df3584d1b98b3b4f9fa250c6917acbd"
"md","instructions-sm","bmm","bmad/bmm/workflows/2-plan/tech-spec/instructions-sm.md","5d9582255b21a4192388d16f3c3855239a041a094635dbd230574b0c4f28c58a"
"md","instructions-technical","bmm","bmad/bmm/workflows/1-analysis/research/instructions-technical.md","aa9128859fb73c55d30337230c3029fcff4ce1dfc15df5c71d6aa6847e2a5702"
"md","instructions-ux","bmm","bmad/bmm/workflows/2-plan/ux/instructions-ux.md","81a54e61e89c75c53bd11652616ea27d37d1eeebfdb6b7a2545f899124d8149c"
"md","library-package-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/library-package-architecture.md","bb1688916680cfe3d723d6991d68bf288931dc27713b5f5f27ec08955a57ef4f"
"md","library-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/library-questions.md","1a21b0345744a108590f293a492345bb6370af561a7875985f6307816df178ae"
"md","metroidvania","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/metroidvania.md","2a8c101dda7911d1cd1d9c66d1be86af3725832f5dcc7fab71e95204f45614ea"
"md","moba","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/moba.md","92d0ba9f7508a38d5bfeac1651c6aee8a1a58c54659ad3f0e0d1fd678a1ef498"
"md","mobile-app-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/mobile-app-architecture.md","bb1688916680cfe3d723d6991d68bf288931dc27713b5f5f27ec08955a57ef4f"
"md","mobile-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/mobile-questions.md","5b44cf9cac7d035ec754e335be8ba78046f70934825d074c474be29938075440"
"md","narrative-template","bmm","bmad/bmm/workflows/2-plan/narrative/narrative-template.md","a97e07173c540f85e946eb9c525e1ccad9294ae5f970760f2a9c537b5c0dcd6b"
"md","network-first","bmm","bmad/bmm/testarch/knowledge/network-first.md","555dbb40e8e3e17d09e1bf3532d46c28a13fc5c868942b04f27937bcb6365ee8"
"md","nfr-criteria","bmm","bmad/bmm/testarch/knowledge/nfr-criteria.md","384beb17c8d127cc0a26ddf55a71a4c75c770517b1454ee3177500a93d7b558e"
"md","party-game","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/party-game.md","0cc50b3aede0c45c94cdff743cdac2d8ad67421ea80497a29d2300a1744ea703"
"md","playwright-config","bmm","bmad/bmm/testarch/knowledge/playwright-config.md","6583c48c974f1be27bd0ac4f33c19de96f3714fa86a3b5e39cfcaa7adb90614c"
"md","pm","bmm","bmad/bmm/agents/pm.md","67df401204ffdf832a2cc52ba70b82400fa25f356c4d9c1689c0c57c587fd5e4"
"md","prd-template","bmm","bmad/bmm/workflows/2-plan/prd/prd-template.md","db91b88f1457b95b6e44b8eeaf57b54b075f3300cb7d71294d12848d5c4beef6"
"md","probability-impact","bmm","bmad/bmm/testarch/knowledge/probability-impact.md","6786eb7162bddaa0b8b66d612082de1c2837e5740776436cc3e973fb7f972a65"
"md","project-context","bmm","bmad/bmm/workflows/1-analysis/brainstorm-project/project-context.md","0f1888da4bfc4f24c4de9477bd3ccb2a6fb7aa83c516dfdc1f98fbd08846d4ba"
"md","project-overview-template","bmm","bmad/bmm/workflows/1-analysis/document-project/templates/project-overview-template.md","a7c7325b75a5a678dca391b9b69b1e3409cfbe6da95e70443ed3ace164e287b2"
"md","puzzle","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/puzzle.md","f9c08b6f087bfaa41ea08c9dfa78aa034f5ae46b627b9f476bdf8b4f5c3389ed"
"md","racing","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/racing.md","085ea5d0914d7bc6a233c479d0ad6288a575ad1c8b9a8a85881e779fac0e60fc"
"md","README","bmm","bmad/bmm/README.md","9f2a296f1442a92a5ab79a1af42d2c162999bf268b52d119d03ec3a98327e47f"
"md","README","bmm","bmad/bmm/testarch/README.md","9adbee749e3b311d14ff7e317d690ff857eeb40bb4bb6465e2de16077eb68c9d"
"md","README","bmm","bmad/bmm/workflows/1-analysis/brainstorm-game/README.md","4d704cf0ff96239cb37974009a3db1f067cf6d6fed48774746969f845f021a5a"
"md","README","bmm","bmad/bmm/workflows/1-analysis/brainstorm-project/README.md","d4ef2c6f5033cdb58e713cf30a8f88b37d83a361601bbeca38e15f9470535699"
"md","README","bmm","bmad/bmm/workflows/1-analysis/document-project/README.md","9415befb88719758299c85e42f497953814b9afe3b79bcfc4742deef243b2e26"
"md","README","bmm","bmad/bmm/workflows/1-analysis/document-project/templates/README.md","a5e3775d1dd3cf6958b782361229ad5602e55d140e8976f9c87e2051346d7e2a"
"md","README","bmm","bmad/bmm/workflows/1-analysis/game-brief/README.md","cc922fd97a0fb4aab624e35e24ada783fdbd4b057b8a8e2f8c550087f1725596"
"md","README","bmm","bmad/bmm/workflows/1-analysis/product-brief/README.md","e891a719ac22e5cd754b55efc7b2f367094c8fa00e802139b3cb1f9fabf1c559"
"md","README","bmm","bmad/bmm/workflows/1-analysis/research/README.md","9679a94028badf669a05b8125d92c5c16cebc10fc8c9340eff866a872d17798a"
"md","README","bmm","bmad/bmm/workflows/1-analysis/workflow-status/README.md","252bc733d6e3ada7f29c4f106e4f2ce61c6e4cd5714215956840e1bcbc6ccda5"
"md","README","bmm","bmad/bmm/workflows/2-plan/README.md","0545b40ffecf2b65356c0edf4dadacdd45e97fddac0c28e5114739b6a85be2c1"
"md","README","bmm","bmad/bmm/workflows/2-plan/gdd/README.md","2dfdc93ab6c9c5982c3a79bb184cd468fd59a44565ad23188a4a1a8f32208588"
"md","README","bmm","bmad/bmm/workflows/3-solutioning/README.md","8185cad230902cb9559131309813f8b35e272a7650843c78d39c01e24b531e7d"
"md","README","bmm","bmad/bmm/workflows/3-solutioning/tech-spec/README.md","b818f6e68ffb443ab2d96abf7e34dc7dcf5bbe63fbf9d64b56e219bf0db87b5d"
"md","README","bmm","bmad/bmm/workflows/4-implementation/correct-course/README.md","7d5324ef1abbb4b46da2f850e7b57ce8856a5c6b3f9b2af2804f9cd71f007d8f"
"md","README","bmm","bmad/bmm/workflows/4-implementation/create-story/README.md","19d8633f4688aa914d237f3ad7a72c40b82506fc82442d52a1b0277ab10b28ab"
"md","README","bmm","bmad/bmm/workflows/4-implementation/dev-story/README.md","808dbd7c69efcf4c0651dc95d49ee2d4bbd95b986398359387578f6b3006bdda"
"md","README","bmm","bmad/bmm/workflows/4-implementation/retrospective/README.md","ae7e8503dabb3f8b9e21e662a8143a996b825a658f6e8feef53b43502246353c"
"md","README","bmm","bmad/bmm/workflows/4-implementation/review-story/README.md","bf8aacb0692173df34923cb643372403a7c1cd83d1457c68fa6c38f2c5e18207"
"md","README","bmm","bmad/bmm/workflows/4-implementation/story-context/README.md","aadd2d77c2c254a358a0b91f4db48a1ad69815226120fab74ebc40bc209f8246"
"md","README","bmm","bmad/bmm/workflows/README.md","8b1c2940148827f1356844524952c8b69eaab1c5ca76be1848d960e04bb71ed2"
"md","README","bmm","bmad/bmm/workflows/testarch/README.md","d148c9ec9430f492c81d8e91fd4a2fab144a9ce80583dfdaa8acd120b572a735"
"md","rhythm","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/rhythm.md","83bbf1761fdc604b8c2b50ed86c5874cce331417e1b3a46c65cb6c4c1a7c8db2"
"md","risk-governance","bmm","bmad/bmm/testarch/knowledge/risk-governance.md","2642089dddb690f71008c7986f770bf486e711e820d36226df721d356045b4f9"
"md","roguelike","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/roguelike.md","fb1ebc838011020a6f740e6fb4f2ceb81be8477f9c67bc7ae3a8e34dfe548f00"
"md","rpg","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/rpg.md","5aa57ecefb448a0507ee0c8d503b43bd34d0c612ba130240d1af9842b80cba50"
"md","sandbox","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/sandbox.md","836f656bbaae549f31ac574c0865a61de451c08ab8c561db2c93398e147ece85"
"md","selective-testing","bmm","bmad/bmm/testarch/knowledge/selective-testing.md","e669fb7a5e897efefa582f96807800625bea5cb73bfab9eadf564a8477d77f2a"
"md","shooter","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/shooter.md","2452850295ac2b9fac04ce2d6126bfc19bb7dccbb04c40e7f89c801aecc5555d"
"md","simulation","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/simulation.md","fd74a7d21243f8d9827fe6a99263579309bc0aabd9e56261d3dd4eb5cfc75ad5"
"md","sm","bmm","bmad/bmm/agents/sm.md","c6dce52169bbe64e20016dbc7e813b3876cdc596d4e2517124396e7849cf1c29"
